,student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,hobbies,siblings,father_income,mother_income,soft_skills,python_skill,excel_skill,sql_skill,addr_postal,addr_district,addr_city
243,244,,,Female,90.0,+998939472804,Kevinland,,2020-11-26 13:53:26,Other,,inactive,,good,299.0,2019-12-05 10:39:00,"55355 Lucero Manors Suite 542, East Michaelhaven","moment, always",0.0,667.0,969.0,"do, question",5.0,3.0,2.0,,,
244,245,Linda Castro,19.0,Female,90.0,+998491240868,North Amanda,invalid_email,2023-02-20 06:33:38,Data Science,84,pending,0.0,,231.0,,"Apartment 35, West Ericborough district, Tashkent, UZ, 100678","least, environment",0.0,1496.0,514.0,"course, hear",3.0,2.0,4.0,100678.0,West Ericborough district,Tashkent
245,246,,20.0,Unknown,73.0,+998678157692,Lisatown,invalid_email,,Data Science,93,inactive,15.5,average,179.0,2020-10-19 15:53:33,"Johntown 7-kv, dom 50, Tashkent","final, young",5.0,220.0,1384.0,"show, matter",4.0,2.0,1.0,,,Tashkent
246,247,,21.0,Unknown,57.0,+998334676193,West Margaret,invalid_email,2022-10-03 06:44:25,Data Science,107,pending,,excellent,195.0,,"Allisonfurt 7-kv, dom 13, Tashkent","book, wind",5.0,1218.0,434.0,"natural, general",5.0,4.0,3.0,,,Tashkent
247,248,Eddie Ross,22.0,Female,90.0,+998848049442,Hallburgh,invalid_email,,Python,110,inactive,15.5,excellent,7000.0,,"Joseborough 23-kv, dom 30, Tashkent","threat, usually",0.0,965.0,1315.0,"offer, grow",5.0,5.0,4.0,,,Tashkent
248,249,Timothy Mcdonald,22.0,Unknown,,+998769186415,East Ashleyland,david26@hotmail.com,,Data Science,110,active,2.62,excellent,74.0,,"East Taylor 8-kv, dom 23, Tashkent",,,,,,,,,,,Tashkent
249,250,Cassie Roberts,,Male,,,South Stanley,lgarcia@hotmail.com,,Python,,pending,-2.0,excellent,100.0,,UZ 100410 Tashkent Adkinsborough,,,,,,,,,100410.0,,Tashkent
250,251,,21.0,Unknown,,+998275197874,Gutierrezport,invalid_email,,Python,68,active,,,193.0,,"87498 Haynes Wall Suite 838, South Rachel","about, ball",0.0,760.0,239.0,"strategy, country",4.0,2.0,4.0,,,
251,252,,,Unknown,,+998536507881,Danielsport,invalid_email,,Data Science,110,inactive,,excellent,174.0,,"Apartment 25, New John district, Tashkent, UZ, 100658",,,,,,,,,100658.0,New John district,Tashkent
252,253,Jeffrey White,21.0,Female,90.0,+998779147760,Moraport,,,Data Science,82,inactive,,excellent,233.0,,,"follow, job",2.0,1229.0,429.0,"international, this",4.0,3.0,3.0,,,
253,254,William Washington,,Unknown,90.0,+998141856864,West Alison,nicholashoward@arellano-hart.com,2021-03-18 14:19:31,Data Science,118,inactive,3.02,excellent,75.0,,"Andersonland 15-kv, dom 10, Tashkent","read, leg",3.0,952.0,643.0,"run, sister",3.0,1.0,1.0,,,Tashkent
254,255,,22.0,Female,99.0,,Amandabury,invalid_email,2020-11-10 09:09:22,Other,,pending,0.0,average,156.0,2020-10-26 12:05:26,,,,,,,,,,,,
255,256,Ann Burns,22.0,Unknown,100.0,,Lake Ashley,invalid_email,,Python,110,active,,excellent,227.0,,,"about, city",3.0,282.0,1017.0,"that, walk",2.0,4.0,1.0,,,
256,257,,20.0,Female,77.0,+998873288674,North Chelseaview,invalid_email,,Python,,inactive,1.27,average,18100.0,,"Apartment 27, New Mark district, Tashkent, UZ, 100999",,,,,,,,,100999.0,New Mark district,Tashkent
257,258,Mrs. Dana Cole,,Female,,+998942720737,Andersonville,invalid_email,2022-05-24 00:00:00,Data Science,110,active,,average,12600.0,,"Johnview 8-kv, dom 27, Tashkent","me, sister",4.0,340.0,633.0,"yes, available",2.0,1.0,5.0,,,Tashkent
258,259,Dean Lozano,20.0,Female,,,Brandonfurt,invalid_email,,Python,,pending,,good,216.0,,,"this, trouble",5.0,1300.0,1048.0,"face, response",2.0,2.0,3.0,,,
259,260,Tyler Mueller,,Female,61.0,,Port Jeffreyside,invalid_email,2021-02-05 09:47:55,Data Science,,inactive,15.5,excellent,124.0,,"Apartment 43, Sarahstad district, Tashkent, UZ, 100781",,,,,,,,,100781.0,Sarahstad district,Tashkent
260,261,Charles Smith,20.0,Unknown,89.0,+998831424506,Lake Josephtown,xthomas@lambert-collins.com,,Data Science,86,inactive,15.5,average,152.0,,UZ 100304 Tashkent Jonesfurt,"anyone, bed",2.0,518.0,607.0,"would, after",1.0,3.0,4.0,100304.0,,Tashkent
261,262,Michele Johnson,18.0,Female,76.0,,Hillchester,invalid_email,2023-06-08 21:49:21,Data Science,97,active,,good,194.0,,"North Alicia 20-kv, dom 35, Tashkent","firm, everybody",1.0,1464.0,1493.0,"say, do",4.0,3.0,3.0,,,Tashkent
262,263,,21.0,Female,65.0,+998421921575,Kellyborough,zjohnson@miller-weaver.net,,Data Science,110,inactive,15.5,average,220.0,,,"third, prepare",2.0,913.0,1267.0,"successful, product",4.0,4.0,3.0,,,
263,264,James Griffin,,Female,90.0,+998007299022,West Marieland,invalid_email,,Data Science,92,active,4.46,,219.0,,"Apartment 29, North Tyroneville district, Tashkent, UZ, 100883","green, box",3.0,1161.0,228.0,"society, next",2.0,1.0,2.0,100883.0,North Tyroneville district,Tashkent
264,265,Justin Arnold,18.0,Female,81.0,+998353547537,West Victoriastad,invalid_email,,Python,,inactive,15.5,excellent,92.0,,UZ 100588 Tashkent West Elizabeth,"maintain, hard",3.0,422.0,1398.0,"common, resource",1.0,1.0,2.0,100588.0,,Tashkent
265,266,,19.0,Female,90.0,+998502428051,Jamesburgh,,,Data Science,,pending,15.5,average,195.0,2017-02-10 08:53:00,"Apartment 17, North Raymond district, Tashkent, UZ, 100376","guy, test",5.0,1310.0,604.0,"trade, least",3.0,4.0,5.0,100376.0,North Raymond district,Tashkent
266,267,,21.0,Male,90.0,,Josephbury,marcus14@thomas-wong.biz,2023-06-26 19:20:47,Other,114,active,-2.0,excellent,203.0,,"63287 Donna Walk, Savageborough","week, group",3.0,335.0,1183.0,"form, mean",2.0,3.0,5.0,,,Savageborough
267,268,Adam Bowman,20.0,Female,90.0,,North Brentport,invalid_email,2020-10-31 14:05:24,Python,84,inactive,,average,239.0,2023-02-16 17:15:43,"Apartment 20, Lake Stacy district, Tashkent, UZ, 100919",,,,,,,,,100919.0,Lake Stacy district,Tashkent
268,269,,19.0,Female,,+998859449082,Lake Amberstad,,,Data Science,104,inactive,-2.0,,128.0,2022-12-10 16:21:33,"42654 Obrien Stream Apt. 484, North Ianberg","why, up",5.0,280.0,1029.0,"several, consider",1.0,3.0,4.0,,,
269,270,,,Unknown,96.0,,Patrickhaven,invalid_email,2021-09-08 06:19:22,Data Science,,active,-2.0,average,216.0,,"0553 Joseph Crest, Port Stephenchester","watch, step",2.0,618.0,407.0,"idea, cut",1.0,3.0,2.0,,,
270,271,,,Female,,+998651272487,Rachelstad,invalid_email,,Python,,active,,excellent,227.0,,UZ 100416 Tashkent Lake John,"word, move",4.0,1043.0,1206.0,"coach, decision",2.0,5.0,2.0,100416.0,,Tashkent
271,272,,20.0,Female,73.0,+998407992436,Davidside,pricesamuel@young.com,,Data Science,109,inactive,15.5,good,23400.0,,"Apartment 20, Rileyside district, Tashkent, UZ, 100580","anything, hospital",5.0,586.0,1160.0,"age, police",3.0,1.0,1.0,100580.0,Rileyside district,Tashkent
272,273,,,Unknown,90.0,,Rayfurt,invalid_email,1982-01-08 00:00:00,Data Science,93,inactive,3.51,average,214.0,2023-03-27 12:29:50,"2917 Connie Motorway, West Jamie",,,,,,,,,,,
273,274,April Sharp,20.0,Male,79.0,+998321497176,Guzmanbury,invalid_email,,Other,110,active,4.24,average,127.0,,,,,,,,,,,,,
274,275,Jessica Leon,20.0,Female,78.0,+998129219367,West Toddside,invalid_email,,Data Science,110,inactive,1.35,average,85.0,,,"group, great",3.0,850.0,388.0,"may, suddenly",1.0,2.0,1.0,,,
275,276,Christopher Cruz,20.0,Female,77.0,,Obrienshire,invalid_email,2022-05-02 23:19:02,Data Science,,active,2.66,excellent,135.0,,UZ 100679 Tashkent Maryport,"television, serve",2.0,612.0,1374.0,"find, kind",5.0,2.0,5.0,100679.0,,Tashkent
276,277,Hunter Smith,19.0,Male,,+998672855390,Robinsonton,invalid_email,,Python,102,active,0.0,excellent,299.0,,"Apartment 8, Ashleyborough district, Tashkent, UZ, 100060","those, partner",3.0,1415.0,828.0,"which, actually",5.0,4.0,4.0,100060.0,Ashleyborough district,Tashkent
277,278,Tracy Martin,21.0,Unknown,86.0,+998484287876,Lake Hunter,invalid_email,,Data Science,110,inactive,0.0,excellent,100.0,,"4741 Phillips Course Apt. 019, Lake Theresafurt",,,,,,,,,,,
278,279,Erica Myers,,Unknown,85.0,,West Olivia,,,Data Science,,inactive,-2.0,,14000.0,,,"support, support",0.0,1095.0,1133.0,"end, collection",3.0,5.0,5.0,,,
279,280,Audrey Moran,,Unknown,88.0,,West Shawnabury,,,Other,110,pending,-2.0,good,218.0,,,"exist, politics",4.0,1499.0,861.0,"conference, commercial",3.0,1.0,3.0,,,
280,281,,18.0,Female,94.0,,Brittneyburgh,dgreen@henry-marshall.com,2023-03-23 18:03:51,Data Science,72,pending,1.52,excellent,69.0,,,,,,,,,,,,,
281,282,,20.0,Female,90.0,,Marciastad,invalid_email,2023-05-11 19:10:41,Other,110,active,,excellent,148.0,,,,,,,,,,,,,
282,283,William Torres,21.0,Female,,+998622705245,Suzanneland,khantricia@swanson.com,1977-12-04 00:00:00,Data Science,110,pending,-2.0,,53.0,,"978 Allison Loop Apt. 882, Whitemouth","specific, me",5.0,709.0,1412.0,"hand, room",3.0,2.0,4.0,,,Whitemouth
283,284,Vicki Morales,21.0,Female,,,North Jacqueline,harveydaniel@grimes.com,,Data Science,,inactive,,excellent,216.0,,,,,,,,,,,,,
284,285,Laura Bates,21.0,Female,86.0,,Michaelfurt,invalid_email,2023-10-17 18:20:34,Data Science,,active,15.5,good,85.0,,"South David 8-kv, dom 24, Tashkent",,,,,,,,,,,Tashkent
285,286,Vincent Huffman,20.0,Female,83.0,+998128254642,Lake Robin,invalid_email,,Data Science,110,active,2.15,excellent,21800.0,,UZ 100578 Tashkent New Davidmouth,,,,,,,,,100578.0,,Tashkent
286,287,Jeffrey Lowe,19.0,Female,90.0,+998190965066,North Erikbury,qparker@hotmail.com,,Data Science,,inactive,3.91,,212.0,,"Curryhaven 5-kv, dom 5, Tashkent","candidate, rate",3.0,567.0,233.0,"information, available",5.0,4.0,1.0,,,Tashkent
287,288,Hannah Roberts,,Male,90.0,+998909842557,West Virginia,wrightalexis@lopez.biz,1970-02-27 00:00:00,Python,110,pending,-2.0,excellent,5800.0,2020-11-12 04:44:50,"86909 Nguyen Views, Hernandezchester",,,,,,,,,,,Hernandezchester
288,289,Joshua Guerrero,19.0,Unknown,,+998551442089,Watersberg,invalid_email,,Data Science,110,inactive,,excellent,261.0,2020-10-16 10:39:21,UZ 100382 Tashkent Morenoview,,,,,,,,,100382.0,,Tashkent
289,290,,18.0,Female,,,West Richardbury,,,Other,115,pending,0.0,good,283.0,2022-07-30 14:22:02,"96315 Annette Rest, Port Charlesport","nation, right",3.0,1367.0,1013.0,"artist, process",4.0,5.0,2.0,,,
290,291,Dennis Bishop,20.0,Female,,,South Sandra,invalid_email,2022-11-14 16:48:13,Data Science,110,active,0.0,,237.0,,"Apartment 35, Huffburgh district, Tashkent, UZ, 100573","various, value",5.0,906.0,1438.0,"myself, seven",3.0,1.0,3.0,100573.0,Huffburgh district,Tashkent
291,292,Lynn Gordon,21.0,Female,90.0,+998869599046,Johnsonchester,henry44@craig.com,,Python,110,inactive,0.0,excellent,10500.0,,"Port Karenborough 15-kv, dom 2, Tashkent",,,,,,,,,,,Tashkent
292,293,,,Male,59.0,,North Vanessaberg,,,Data Science,,inactive,15.5,average,114.0,,"West Josephville 28-kv, dom 45, Tashkent","floor, notice",2.0,486.0,1054.0,"sign, throughout",2.0,3.0,5.0,,,Tashkent
293,294,Wendy Dunn,,Female,,,Stewarttown,invalid_email,,Other,,active,,good,17600.0,,UZ 100431 Tashkent Garciafort,"make, area",3.0,1047.0,811.0,"produce, page",1.0,3.0,5.0,100431.0,,Tashkent
294,295,Elizabeth Nelson,,Female,84.0,,West Kenneth,,,Python,110,inactive,0.0,excellent,151.0,,"Apartment 31, Lake Karen district, Tashkent, UZ, 100697",,,,,,,,,100697.0,Lake Karen district,Tashkent
295,296,,19.0,Female,90.0,+998349648673,East Robinstad,,2020-11-24 23:10:21,Python,,pending,,,284.0,,"36436 Gamble Freeway Suite 098, Jeanstad","anything, long",2.0,1303.0,1219.0,"field, fast",5.0,1.0,3.0,,,Jeanstad
296,297,Tiffany Reyes,,Male,91.0,+998999918816,South Pamela,sanchezkevin@yahoo.com,,Python,110,inactive,,good,111.0,,,"half, wind",3.0,524.0,1494.0,"create, word",5.0,1.0,3.0,,,
297,298,,18.0,Male,78.0,,Port Hayleyport,,,Data Science,76,active,,good,219.0,,"5327 Anthony Rest, Russellfort",,,,,,,,,,,Russellfort
298,299,Vincent Collins,18.0,Male,90.0,+998061077941,West Jamie,invalid_email,1999-03-25 00:00:00,Python,,pending,-2.0,average,20600.0,2023-03-16 09:08:26,"780 William Summit Apt. 320, Shawnstad","million, over",5.0,1419.0,1065.0,"stop, enough",2.0,1.0,1.0,,,Shawnstad
299,300,Jared Mckinney,,Unknown,,,Jacksonbury,elizabeth02@hotmail.com,,Data Science,102,inactive,15.5,,258.0,,"Apartment 19, North Teresaberg district, Tashkent, UZ, 100009","finish, age",4.0,1342.0,1266.0,"win, fall",3.0,1.0,4.0,100009.0,North Teresaberg district,Tashkent
300,301,Andrew Andrews,,Male,74.0,,Aprilberg,gcastillo@bishop.info,,Python,110,pending,-2.0,,244.0,,"410 Baker Cliffs, South Ian","remain, management",0.0,642.0,773.0,"analysis, respond",2.0,3.0,3.0,,,
301,302,Leah Taylor,18.0,Unknown,94.0,,Richardmouth,,,Python,101,active,,excellent,121.0,,"Apartment 50, Johnsonfurt district, Tashkent, UZ, 100029",,,,,,,,,100029.0,Johnsonfurt district,Tashkent
302,303,Lawrence Smith,,Female,,,South Erinville,invalid_email,,Python,,active,0.0,good,9400.0,,"663 Cook Lodge Apt. 565, Yustad","part, according",3.0,1134.0,809.0,"continue, modern",4.0,4.0,3.0,,,Yustad
303,304,John Collier,,Unknown,90.0,+998577431966,Mathewsland,invalid_email,,Python,98,pending,-2.0,excellent,223.0,2015-06-08 17:05:00,UZ 100024 Tashkent West Jessicafurt,"lose, reach",1.0,856.0,1449.0,"table, someone",4.0,4.0,4.0,100024.0,,Tashkent
304,305,Kenneth Mcdonald,18.0,Male,,+998463153723,Aliciaton,invalid_email,,Data Science,,pending,-2.0,excellent,146.0,,,"modern, exactly",0.0,1331.0,223.0,"put, central",4.0,5.0,3.0,,,
305,306,Kayla Martinez,,Female,,,Nelsonshire,singhmicheal@gmail.com,2023-09-16 06:01:07,Other,105,active,0.0,,24300.0,,"Christopherhaven 7-kv, dom 45, Tashkent","cost, computer",5.0,363.0,462.0,"safe, manager",5.0,2.0,5.0,,,Tashkent
306,307,Ruth Edwards,21.0,Male,65.0,,Johnmouth,invalid_email,,Other,,pending,4.47,excellent,13300.0,,"Apartment 44, Jonesmouth district, Tashkent, UZ, 100100",,,,,,,,,100100.0,Jonesmouth district,Tashkent
307,308,Kyle Brown,,Female,,+998256344761,West Jennifer,invalid_email,2021-07-08 05:29:06,Python,116,pending,-2.0,excellent,56.0,,"1120 Brittany Cliffs Suite 826, New Jordan","conference, citizen",5.0,951.0,988.0,"outside, ball",3.0,5.0,1.0,,,
308,309,,18.0,Female,68.0,+998971892368,Lake Andreaburgh,invalid_email,,Data Science,71,inactive,-2.0,good,131.0,,"10040 West Lakes Suite 279, East Samanthaland",,,,,,,,,,,
309,310,Rachel Parker,21.0,Male,65.0,,Jordanberg,,,Python,110,inactive,,,149.0,,UZ 100076 Tashkent Port Lauren,"suddenly, culture",3.0,526.0,1121.0,"head, old",1.0,3.0,5.0,100076.0,,Tashkent
310,311,Katherine Clark,20.0,Female,97.0,,East Gabriellamouth,invalid_email,,Data Science,110,active,,good,19700.0,,"Michaelburgh 6-kv, dom 30, Tashkent",,,,,,,,,,,Tashkent
311,312,,,Male,90.0,+998818522467,Lake Jasmine,invalid_email,,Data Science,110,active,4.29,excellent,298.0,,"Sharonland 2-kv, dom 45, Tashkent","far, officer",3.0,1378.0,513.0,"sure, son",2.0,1.0,3.0,,,Tashkent
312,313,Willie Hoover,20.0,Female,,,Fullermouth,holmessteven@hotmail.com,2009-12-25 00:00:00,Python,,inactive,-2.0,average,248.0,,"Murraymouth 19-kv, dom 29, Tashkent","pass, staff",3.0,508.0,1273.0,"specific, reduce",4.0,2.0,1.0,,,Tashkent
313,314,Jennifer Johnson,,Female,,+998492102553,Turnerberg,invalid_email,,Python,66,pending,,excellent,154.0,,"Apartment 15, Pittmanchester district, Tashkent, UZ, 100280",,,,,,,,,100280.0,Pittmanchester district,Tashkent
314,315,Joanne Lopez,,Male,90.0,+998395549610,Adrianabury,,,Python,110,inactive,15.5,average,98.0,,"02174 Jennifer Greens Apt. 839, Morenomouth",,,,,,,,,,,Morenomouth
315,316,Michele Hogan,20.0,Male,,+998955165799,Burgessside,ssmith@hotmail.com,,Data Science,110,active,15.5,average,128.0,,,"operation, toward",3.0,869.0,375.0,"performance, building",1.0,2.0,4.0,,,
316,317,Mackenzie Haas,19.0,Female,64.0,,New Bruce,,,Other,110,pending,-2.0,,128.0,,"New Charles 14-kv, dom 1, Tashkent","capital, produce",3.0,1137.0,881.0,"over, condition",3.0,5.0,3.0,,,Tashkent
317,318,Sarah Perez MD,19.0,Male,75.0,,East Erik,invalid_email,2023-02-07 23:33:04,Data Science,,pending,0.0,good,216.0,2021-07-16 13:41:46,,"stand, father",5.0,824.0,1340.0,"meeting, parent",4.0,4.0,1.0,,,
318,319,Carolyn Moreno,22.0,Male,82.0,,West Randy,williamslarry@hotmail.com,,Python,110,pending,15.5,excellent,23000.0,2022-10-29 02:24:24,,"responsibility, read",1.0,319.0,400.0,"civil, shoulder",3.0,3.0,1.0,,,
319,320,Joshua Ross,20.0,Unknown,67.0,,Stanleymouth,invalid_email,,Python,97,pending,,average,175.0,,"6771 Miller Crescent, Port Sarah","great, necessary",0.0,635.0,304.0,"sometimes, president",3.0,4.0,3.0,,,
320,321,Shawn Collins,22.0,Female,,,Brittanyburgh,invalid_email,,Other,,pending,,excellent,19300.0,2020-09-15 15:09:36,"Apartment 25, New Dawnburgh district, Tashkent, UZ, 100666","evening, animal",3.0,1288.0,465.0,"page, woman",3.0,1.0,1.0,100666.0,New Dawnburgh district,Tashkent
321,322,Antonio Bryan,22.0,Female,90.0,,Lake Helen,adavis@hotmail.com,,Other,87,inactive,,good,221.0,,"Apartment 19, East Connie district, Tashkent, UZ, 100047","bring, sea",3.0,721.0,564.0,"heart, thank",4.0,2.0,3.0,100047.0,East Connie district,Tashkent
322,323,Barry Oneill,22.0,Female,87.0,,East Emilyport,invalid_email,,Data Science,,active,15.5,excellent,279.0,,"316 Elizabeth Run, South Jamesport","moment, also",4.0,471.0,1028.0,"operation, pretty",5.0,3.0,1.0,,,
323,324,,,Female,65.0,+998860482231,Jillside,invalid_email,,Data Science,110,pending,-2.0,,187.0,2023-08-16 21:29:44,,,,,,,,,,,,
324,325,Nicholas Bell,20.0,Female,90.0,,Bowenfort,invalid_email,,Data Science,110,pending,15.5,excellent,223.0,,UZ 100190 Tashkent North Miranda,,,,,,,,,100190.0,,Tashkent
325,326,Micheal Knapp,,Female,87.0,+998134366966,Lauraport,invalid_email,2022-10-05 20:05:25,Data Science,64,active,,excellent,229.0,,"West Robertburgh 4-kv, dom 9, Tashkent","evidence, start",3.0,1235.0,1300.0,"call, per",5.0,1.0,5.0,,,Tashkent
326,327,,21.0,Unknown,90.0,+998824058081,Lake Christopher,invalid_email,,Python,96,active,,average,140.0,,"Apartment 11, Port Calebtown district, Tashkent, UZ, 100670","others, you",1.0,1218.0,581.0,"serious, onto",1.0,1.0,3.0,100670.0,Port Calebtown district,Tashkent
327,328,,19.0,Female,90.0,+998488574657,Rossborough,invalid_email,1998-07-13 00:00:00,Python,,inactive,4.02,excellent,167.0,2021-05-11 16:59:02,UZ 100074 Tashkent New Rodney,,,,,,,,,100074.0,,Tashkent
328,329,,,Male,90.0,+998812324076,North Rodneychester,invalid_email,1974-07-10 00:00:00,Other,110,pending,0.0,good,106.0,,"607 Torres Brook Suite 210, South Joy","institution, forget",1.0,1324.0,1202.0,"go, prepare",5.0,3.0,4.0,,,
329,330,Joseph Johnson,,Male,90.0,+998247446407,Luisport,johnyoung@yahoo.com,,Other,110,inactive,,good,5700.0,,UZ 100700 Tashkent Shaunfort,"spring, either",0.0,574.0,1222.0,"region, court",1.0,5.0,4.0,100700.0,,Tashkent
330,331,,20.0,Male,,,Zacharyside,invalid_email,,Python,110,inactive,,,262.0,,,,,,,,,,,,,
331,332,,21.0,Female,93.0,+998659765810,Jennaborough,brianmarsh@yahoo.com,1998-09-27 00:00:00,Other,,inactive,0.0,excellent,140.0,2013-02-07 22:31:00,"West Patrickberg 13-kv, dom 41, Tashkent","dinner, cause",2.0,843.0,1477.0,"traditional, security",3.0,1.0,3.0,,,Tashkent
332,333,,20.0,Female,57.0,,Deanberg,doughertydavid@carrillo-decker.com,2009-05-18 00:00:00,Other,110,inactive,,excellent,246.0,,"South Kylebury 23-kv, dom 5, Tashkent",,,,,,,,,,,Tashkent
333,334,Fred Griffith,,Male,70.0,,South Lynnberg,invalid_email,,Data Science,88,inactive,15.5,excellent,6700.0,,,,,,,,,,,,,
334,335,David Taylor,,Female,,,Haroldborough,invalid_email,,Data Science,110,inactive,3.2,good,91.0,,"Apartment 15, North Angela district, Tashkent, UZ, 100462","during, social",2.0,433.0,628.0,"for, mission",2.0,5.0,2.0,100462.0,North Angela district,Tashkent
335,336,Shane Orr,20.0,Female,,+998298018878,Lake Lance,odommeredith@yahoo.com,2023-09-09 06:54:16,Python,,pending,,excellent,166.0,,"Apartment 4, Thomasport district, Tashkent, UZ, 100098",,,,,,,,,100098.0,Thomasport district,Tashkent
336,337,Timothy Booth,,Female,,,Rogersport,invalid_email,2004-11-21 00:00:00,Data Science,70,inactive,,excellent,290.0,,UZ 100264 Tashkent Williamsmouth,,,,,,,,,100264.0,,Tashkent
337,338,,19.0,Female,74.0,+998527855070,North Teresa,,,Other,,active,,good,288.0,2023-08-30 16:38:19,UZ 100563 Tashkent East Nicole,,,,,,,,,100563.0,,Tashkent
338,339,,19.0,Female,90.0,,Port Justinshire,amber74@hotmail.com,,Python,110,inactive,4.38,,130.0,,,"beat, theory",3.0,1156.0,1047.0,"upon, relate",4.0,5.0,3.0,,,
339,340,James Smith,19.0,Unknown,70.0,+998786142811,West Lisamouth,invalid_email,2021-08-26 00:00:00,Python,110,active,-2.0,,176.0,,"Jessicaton 1-kv, dom 15, Tashkent",,,,,,,,,,,Tashkent
340,341,Danielle Coleman,19.0,Female,90.0,,East Chloefurt,invalid_email,2020-11-01 01:23:22,Data Science,110,pending,4.3,excellent,299.0,,,"drive, outside",1.0,1251.0,799.0,"thing, several",4.0,1.0,5.0,,,
341,342,Dylan May,,Female,73.0,,Aaronberg,invalid_email,,Other,,inactive,-2.0,average,227.0,,"Apartment 36, Glennmouth district, Tashkent, UZ, 100438","friend, work",3.0,324.0,1139.0,"black, in",4.0,5.0,2.0,100438.0,Glennmouth district,Tashkent
342,343,Leah Anderson,18.0,Male,90.0,+998329995429,East Thomasview,michaelchase@hotmail.com,,Python,69,active,0.0,,203.0,,,,,,,,,,,,,
343,344,April Bennett,19.0,Female,,+998462150714,Norrismouth,invalid_email,,Python,98,inactive,,,182.0,,,,,,,,,,,,,
344,345,,,Unknown,68.0,+998290846617,West Tyler,invalid_email,1987-04-23 00:00:00,Python,110,active,,average,186.0,2023-05-29 05:54:34,"Coltonborough 27-kv, dom 21, Tashkent","whom, price",2.0,290.0,315.0,"place, debate",4.0,1.0,5.0,,,Tashkent
345,346,Amy Cole,20.0,Female,68.0,+998883369278,East Samanthachester,invalid_email,,Data Science,114,pending,-2.0,good,224.0,,UZ 100226 Tashkent Port Jimmyberg,"else, scientist",5.0,381.0,899.0,"whether, rock",3.0,1.0,2.0,100226.0,,Tashkent
346,347,William Bright,21.0,Unknown,51.0,,Carterbury,david32@yahoo.com,,Data Science,,active,,good,234.0,,"North Scott 5-kv, dom 9, Tashkent","unit, send",1.0,740.0,774.0,"always, order",4.0,2.0,2.0,,,Tashkent
347,348,Julie Gill,22.0,Unknown,67.0,,Samuelstad,invalid_email,2004-06-14 00:00:00,Other,,inactive,,,73.0,,"Apartment 24, West James district, Tashkent, UZ, 100774","source, person",2.0,363.0,669.0,"trouble, effect",2.0,4.0,4.0,100774.0,West James district,Tashkent
348,349,,,Male,86.0,+998397702170,Nunezberg,lewispaula@allen.info,1986-08-31 00:00:00,Python,67,active,,good,161.0,,,"generation, report",3.0,449.0,549.0,"fire, ability",1.0,3.0,3.0,,,
349,350,Megan Nelson,22.0,Female,,,Sandrabury,invalid_email,,Python,70,active,,excellent,191.0,2022-11-03 19:14:41,"655 Angelica Plaza Suite 842, Hickshaven","hold, thus",2.0,1220.0,1488.0,"thank, current",4.0,1.0,1.0,,,Hickshaven
350,351,Russell Zimmerman,,Female,93.0,,Port Traceyville,invalid_email,2023-02-20 01:13:11,Data Science,,active,,average,89.0,2021-01-01 01:26:00,"955 Matthew Row, Angelaside","own, tell",0.0,1394.0,719.0,"share, force",4.0,2.0,2.0,,,Angelaside
351,352,Robert Mack,19.0,Female,76.0,,South April,invalid_email,,Data Science,71,pending,0.0,average,168.0,,"3169 Brenda Place Suite 788, North Theodore",,,,,,,,,,,
352,353,Mark Grant,18.0,Female,83.0,,Brownton,invalid_email,2021-06-23 20:39:35,Data Science,,inactive,0.0,,93.0,,UZ 100049 Tashkent New Wendymouth,,,,,,,,,100049.0,,Tashkent
353,354,Tamara Branch,22.0,Female,88.0,+998662491888,Port Michelle,,2006-05-16 00:00:00,Data Science,,inactive,,good,187.0,,UZ 100250 Tashkent Wallacechester,"example, view",3.0,625.0,271.0,"like, speech",5.0,3.0,1.0,100250.0,,Tashkent
354,355,,,Unknown,,,New Jacob,invalid_email,,Python,110,pending,0.0,,222.0,,"Apartment 29, South Anna district, Tashkent, UZ, 100327","evening, that",0.0,1434.0,1280.0,"main, soon",4.0,5.0,4.0,100327.0,South Anna district,Tashkent
355,356,,,Female,64.0,,Lake Crystalfort,invalid_email,,Data Science,64,pending,0.0,excellent,123.0,,"Jonathanmouth 26-kv, dom 24, Tashkent","indicate, unit",1.0,1391.0,1437.0,"design, arrive",3.0,2.0,1.0,,,Tashkent
356,357,Vanessa Thomas,,Female,100.0,+998870710517,New Mark,invalid_email,,Data Science,110,pending,15.5,,286.0,,"Apartment 41, East George district, Tashkent, UZ, 100734",,,,,,,,,100734.0,East George district,Tashkent
357,358,,,Female,90.0,+998304680804,Rickview,invalid_email,,Python,64,inactive,,,233.0,,"134 Katelyn Alley Apt. 071, New William","ability, unit",4.0,440.0,727.0,"century, seven",1.0,1.0,4.0,,,
358,359,Kathleen Sanchez,22.0,Female,70.0,,Lake Ricardo,,,Python,65,pending,,excellent,230.0,,"36856 Robert Plains Suite 752, East Christineshire",,,,,,,,,,,
359,360,,19.0,Unknown,51.0,+998769975071,Campbellville,nconway@roberts.com,2021-06-14 06:33:46,Other,,inactive,,excellent,26900.0,,"3869 Mary Plains, Michaelfort","recognize, power",4.0,773.0,1127.0,"strategy, unit",5.0,4.0,1.0,,,Michaelfort
